State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Dharwad,Hubli (Amaragol),Bengal Gram (Gram)(Whole),Average (Whole),FAQ,2001-01-10,1400,1400.0,1400,6
Karnataka,Dharwad,Hubli (Amaragol),Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,2001-01-10,1380,1380.0,1380,8
Karnataka,Dharwad,Hubli (Amaragol),Green Gram (Moong)(Whole),Green (Whole),FAQ,2001-01-10,1600,1900.0,1800,9
Karnataka,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,2001-01-10,601,1181.0,1105,10
Karnataka,Dharwad,Hubli (Amaragol),Maize,Local,FAQ,2001-01-10,420,445.0,440,4
Karnataka,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,2001-01-10,50,300.0,250,23
Karnataka,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,2001-01-10,50,250.0,230,23
Karnataka,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,2001-01-10,150,350.0,280,23
Karnataka,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2001-01-10,380,850.0,600,24
Karnataka,Dharwad,Hubli (Amaragol),Same/Savi,Same/Savi Local,FAQ,2001-01-10,771,771.0,771,122
Karnataka,Dharwad,Hubli (Amaragol),Sunflower,Sunflower,FAQ,2001-01-10,1409,1409.0,1409,14
Karnataka,Dharwad,Hubli (Amaragol),Wheat,White,FAQ,2001-01-10,771,771.0,771,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-01-27,400,750.0,575,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-01-27,90,225.0,150,34
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-01-27,600,1000.0,800,43
Maharashtra,Kolhapur,Kolhapur,Grapes,Green,Medium,2001-01-27,1200,2500.0,1850,22
Maharashtra,Kolhapur,Kolhapur,Orange,Nagpuri,Medium,2001-01-27,800,1100.0,950,18
Maharashtra,Kolhapur,Kolhapur,Pineapple,Other,Small,2001-01-27,210,560.0,400,21
Maharashtra,Kolhapur,Kolhapur,Apple,Red Gold,Medium,2001-02-08,1750,4000.0,2875,17
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-02-08,500,1060.0,775,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-02-08,90,345.0,225,34
Maharashtra,Kolhapur,Kolhapur,Chikoos (Sapota),Other,Medium,2001-02-08,250,1125.0,700,71
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-02-08,1600,4800.0,3200,43
Maharashtra,Kolhapur,Kolhapur,Ginger (Dry),Other,FAQ,2001-02-08,1000,1000.0,1000,27
Maharashtra,Kolhapur,Kolhapur,Guar,Other,FAQ,2001-02-08,1400,1700.0,1550,75
Maharashtra,Kolhapur,Kolhapur,Gur (Jaggery),Other,FAQ,2001-02-08,1200,1735.0,1475,74
Maharashtra,Kolhapur,Kolhapur,Mousambi (Sweet Lime),Other,Medium,2001-02-08,900,2160.0,1525,77
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-02-08,200,620.0,350,23
Maharashtra,Kolhapur,Kolhapur,Potato,Other,FAQ,2001-02-08,300,660.0,500,24
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,FAQ,2001-02-08,200,500.0,350,78
Andhra Pradesh,Vijayanagaram,Vijayanagaram,Black Gram (Urd Beans)(Whole),Desi,FAQ,2001-03-07,750,770.0,760,8
Andhra Pradesh,Vijayanagaram,Vijayanagaram,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-07,1600,1800.0,1700,9
Andhra Pradesh,Vijayanagaram,Vijayanagaram,Onion,Bellary,FAQ,2001-03-07,400,450.0,420,23
Andhra Pradesh,Vijayanagaram,Vijayanagaram,Black Gram (Urd Beans)(Whole),Desi,FAQ,2001-03-08,1500,1700.0,1600,8
Andhra Pradesh,Vijayanagaram,Vijayanagaram,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-08,1600,1800.0,1700,9
Andhra Pradesh,Vijayanagaram,Vijayanagaram,Onion,Bellary,FAQ,2001-03-08,400,450.0,420,23
Nagaland,Kohima,Khuzama,Garlic,Other,FAQ,2001-03-12,4000,5000.0,4500,25
Nagaland,Kohima,Khuzama,Ginger (Dry),Other,FAQ,2001-03-12,500,600.0,550,27
Nagaland,Kohima,Khuzama,Green Chilli,Other,FAQ,2001-03-12,1000,1500.0,1200,87
Nagaland,Kohima,Khuzama,Maize,Local,FAQ,2001-03-12,500,700.0,600,4
Nagaland,Kohima,Khuzama,Potato,Other,FAQ,2001-03-12,500,700.0,600,24
Nagaland,Kohima,Khuzama,Rice,AP Raw Rice 5293,FAQ,2001-03-12,900,1390.0,1000,3
Nagaland,Kohima,Khuzama,Soyabean,Other,FAQ,2001-03-12,1200,1500.0,1300,13
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-03-13,235,370.0,240,35
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-13,580,800.0,580,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-13,220,400.0,220,23
Tamil Nadu,Cuddalore,Virudhachalam,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-13,1869,2462.0,2359,8
Tamil Nadu,Cuddalore,Virudhachalam,Groundnut,Bold Kernel,FAQ,2001-03-13,1328,1686.0,1586,10
Tamil Nadu,Cuddalore,Virudhachalam,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-13,353,375.0,370,5
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Fine,FAQ,2001-03-13,534,564.0,550,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Coarse,FAQ,2001-03-13,461,528.0,500,3
Tamil Nadu,Cuddalore,Virudhachalam,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-13,1513,2010.0,1952,11
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-14,1305,2358.0,2344,8
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-03-14,171,240.0,200,26
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-14,1760,1815.0,1769,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-14,985,1255.0,1177,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-14,317,433.0,390,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-14,560,571.0,569,30
Tamil Nadu,Cuddalore,Virudhachalam,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-14,446,454.0,450,28
Tamil Nadu,Cuddalore,Virudhachalam,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-14,2202,2367.0,2269,8
Tamil Nadu,Cuddalore,Virudhachalam,Coriander (Leaves),Local,FAQ,2001-03-14,2447,2777.0,2672,43
Tamil Nadu,Cuddalore,Virudhachalam,Groundnut,Big (With Shell),FAQ,2001-03-14,1420,1653.0,1603,10
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Coarse,FAQ,2001-03-14,470,525.0,504,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Fine,FAQ,2001-03-14,534,581.0,572,3
Tamil Nadu,Cuddalore,Virudhachalam,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-14,1636,2027.0,1986,11
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-03-15,375,600.0,375,35
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-15,500,600.0,500,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-15,220,410.0,220,23
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-15,2189,2318.0,2305,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-15,1506,1796.0,1796,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-15,1080,1263.0,1218,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-15,372,434.0,406,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-15,506,516.0,510,30
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-15,470,479.0,475,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-15,1989,2389.0,2100,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Big (With Shell),FAQ,2001-03-15,1415,1696.0,1500,10
Tamil Nadu,Villupuram,Ulundurpettai,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-15,370,370.0,370,5
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-15,479,483.0,481,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-15,453,490.0,473,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Super Fine,FAQ,2001-03-15,480,495.0,487,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-15,480,519.0,506,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Medium,FAQ,2001-03-15,521,573.0,560,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-15,1736,1886.0,1750,11
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-16,1489,2316.0,2303,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-16,1803,1825.0,1811,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-16,925,1256.0,1231,10
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-16,525,569.0,560,30
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-16,430,478.0,450,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-16,2269,2319.0,2300,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Big (With Shell),FAQ,2001-03-16,1386,1611.0,1500,10
Tamil Nadu,Villupuram,Ulundurpettai,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-16,330,330.0,330,5
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-16,483,483.0,483,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-16,453,489.0,473,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Super Fine,FAQ,2001-03-16,461,493.0,480,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-16,481,508.0,493,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-16,1126,1888.0,1625,11
West Bengal,Malda,Samsi,Rice,Basmati-370,FAQ,2001-03-16,1800,2200.0,2100,3
West Bengal,Malda,Samsi,Wheat,MP Lokwan,FAQ,2001-03-16,535,550.0,543,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-03-17,350,500.0,350,35
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-17,540,680.0,540,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-17,220,375.0,220,23
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-19,467,467.0,467,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-19,1898,2269.0,2000,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Big (With Shell),FAQ,2001-03-19,1250,1598.0,1500,10
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-19,484,484.0,484,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-19,455,473.0,467,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Super Fine,FAQ,2001-03-19,480,497.0,493,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-19,504,511.0,507,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-19,1236,1924.0,1625,11
Assam,Darrang,Kharupetia,Arecanut (Betelnut/Supari),Cochin,FAQ,2001-03-20,6000,8000.0,6000,140
Assam,Darrang,Kharupetia,Arecanut (Betelnut/Supari),Bilegotu,FAQ,2001-03-20,700,800.0,750,140
Assam,Darrang,Kharupetia,Jute,W-5,FAQ,2001-03-20,800,900.0,900,16
Assam,Darrang,Kharupetia,Mustard,Tiria,FAQ,2001-03-20,800,900.0,900,12
Assam,Darrang,Kharupetia,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-20,480,520.0,520,2
Assam,Darrang,Kharupetia,Potato,Desi,FAQ,2001-03-20,200,250.0,250,24
Assam,Darrang,Kharupetia,Rice,Coarse,FAQ,2001-03-20,850,1050.0,1000,3
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-20,10,36.0,22,23
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-20,1942,2209.0,2189,8
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-03-20,43,245.0,242,26
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-20,1740,1860.0,1816,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-20,1029,1235.0,1180,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-20,321,501.0,355,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-20,351,601.0,526,30
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-20,472,477.0,475,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-20,1898,2276.0,2000,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Big (With Shell),FAQ,2001-03-20,1336,1544.0,1500,10
Tamil Nadu,Villupuram,Ulundurpettai,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-20,317,317.0,317,5
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-20,472,489.0,480,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Medium,FAQ,2001-03-20,540,565.0,553,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-20,455,472.0,467,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-20,488,512.0,500,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-20,1486,1861.0,1625,11
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-03-21,150,500.0,325,35
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-21,320,560.0,440,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-21,100,375.0,220,23
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-21,1972,2126.0,2100,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-21,1701,1766.0,1766,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-21,1088,1261.0,1200,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-21,319,434.0,360,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-21,501,556.0,525,30
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-21,461,477.0,470,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-21,1989,2102.0,2000,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Big (With Shell),FAQ,2001-03-21,1279,1549.0,1438,10
Tamil Nadu,Villupuram,Ulundurpettai,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-21,350,350.0,350,5
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-21,459,487.0,470,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Medium,FAQ,2001-03-21,520,560.0,547,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-21,455,473.0,467,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-21,481,512.0,493,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-21,1511,1911.0,1750,11
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-03-22,100,400.0,250,35
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-22,400,680.0,540,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-22,100,350.0,200,23
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-22,1572,2096.0,2076,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-22,1660,1756.0,1701,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-22,1039,1253.0,1200,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-22,325,433.0,360,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-22,448,501.0,501,30
Tamil Nadu,Cuddalore,Virudhachalam,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-22,1039,2601.0,2169,8
Tamil Nadu,Cuddalore,Virudhachalam,Coriander (Leaves),Local,FAQ,2001-03-22,2317,2522.0,2317,43
Tamil Nadu,Cuddalore,Virudhachalam,Groundnut,Big (With Shell),FAQ,2001-03-22,1523,1565.0,1548,10
Tamil Nadu,Cuddalore,Virudhachalam,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-22,339,376.0,370,5
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Coarse,FAQ,2001-03-22,434,554.0,440,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Super Fine,FAQ,2001-03-22,536,648.0,541,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Fine,FAQ,2001-03-22,462,489.0,488,3
Tamil Nadu,Cuddalore,Virudhachalam,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-22,1350,1917.0,1861,11
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-22,463,463.0,463,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-22,2079,2109.0,2100,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Big (With Shell),FAQ,2001-03-22,1374,1553.0,1500,10
Tamil Nadu,Villupuram,Ulundurpettai,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-22,343,343.0,343,5
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-22,461,499.0,480,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Medium,FAQ,2001-03-22,537,564.0,553,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-22,437,457.0,447,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-22,457,505.0,480,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-22,1536,1899.0,1750,11
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-23,1929,2192.0,2176,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-23,1615,1769.0,1766,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-23,1050,1270.0,1200,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-23,323,441.0,360,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-23,501,548.0,540,30
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-26,2055,2209.0,2196,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-26,1566,1746.0,1670,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-26,1085,1254.0,1220,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-26,331,434.0,360,2
Madhya Pradesh,Bhopal,Bhopal,Black Gram (Urd Beans)(Whole),Desi,FAQ,2001-03-27,1450,1697.0,1570,8
Madhya Pradesh,Bhopal,Bhopal,Mustard,Sarson (Black),FAQ,2001-03-27,1302,1413.0,1370,12
Madhya Pradesh,Bhopal,Bhopal,Soyabean,Local,FAQ,2001-03-27,851,956.0,952,13
Madhya Pradesh,Bhopal,Bhopal,Wheat,WH-542,FAQ,2001-03-27,547,682.0,600,1
Madhya Pradesh,Bhopal,Bhopal,Wheat,MP Sharbati,FAQ,2001-03-27,704,1054.0,1001,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-03-27,100,300.0,200,35
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-27,320,800.0,660,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-27,100,350.0,225,23
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-27,2109,2221.0,2191,8
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-27,1656,1761.0,1751,9
Pondicherry,Pondicherry,Thattanchavady,Groundnut,Seed,FAQ,2001-03-27,1062,1247.0,1200,10
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-03-27,327,423.0,365,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-03-27,501,536.0,520,30
Tamil Nadu,Cuddalore,Virudhachalam,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-27,1809,2222.0,2189,8
Tamil Nadu,Cuddalore,Virudhachalam,Coriander (Leaves),Local,FAQ,2001-03-27,2397,2762.0,2472,43
Tamil Nadu,Cuddalore,Virudhachalam,Groundnut,Big (With Shell),FAQ,2001-03-27,1595,1600.0,1595,10
Tamil Nadu,Cuddalore,Virudhachalam,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-27,343,367.0,360,5
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Fine,FAQ,2001-03-27,528,550.0,537,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Medium,FAQ,2001-03-27,493,520.0,506,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Coarse,FAQ,2001-03-27,480,493.0,490,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Super Fine,FAQ,2001-03-27,501,577.0,507,3
Tamil Nadu,Cuddalore,Virudhachalam,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-27,1573,1977.0,1786,11
Tamil Nadu,Cuddalore,Virudhachalam,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-28,451,473.0,470,28
Tamil Nadu,Cuddalore,Virudhachalam,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-28,2009,2126.0,2120,8
Tamil Nadu,Cuddalore,Virudhachalam,Coriander (Leaves),Local,FAQ,2001-03-28,2443,2672.0,2497,43
Tamil Nadu,Cuddalore,Virudhachalam,Groundnut,Big (With Shell),FAQ,2001-03-28,1548,1575.0,1561,10
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Super Fine,FAQ,2001-03-28,526,541.0,536,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Fine,FAQ,2001-03-28,450,464.0,453,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Coarse,FAQ,2001-03-28,440,446.0,441,3
Tamil Nadu,Cuddalore,Virudhachalam,Rice,Medium,FAQ,2001-03-28,434,501.0,460,3
Tamil Nadu,Cuddalore,Virudhachalam,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-28,1648,1950.0,1823,11
Tamil Nadu,Villupuram,Ulundurpettai,Bajra (Pearl Millet/Cumbu),Hybrid,FAQ,2001-03-28,362,471.0,450,28
Tamil Nadu,Villupuram,Ulundurpettai,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-28,2089,2132.0,2100,8
Tamil Nadu,Villupuram,Ulundurpettai,Groundnut,Bold Kernel,FAQ,2001-03-28,1340,1633.0,1500,10
Tamil Nadu,Villupuram,Ulundurpettai,Jowar (Sorghum),H.Y.V.,FAQ,2001-03-28,237,237.0,237,5
Tamil Nadu,Villupuram,Ulundurpettai,Ragi (Finger Millet),Red,FAQ,2001-03-28,415,446.0,430,30
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Coarse,FAQ,2001-03-28,440,450.0,447,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Fine,FAQ,2001-03-28,469,499.0,480,3
Tamil Nadu,Villupuram,Ulundurpettai,Rice,Medium,FAQ,2001-03-28,520,569.0,547,3
Tamil Nadu,Villupuram,Ulundurpettai,"Sesamum (Sesame,Gingelly,Til)",Crushing,FAQ,2001-03-28,1211,1876.0,1625,11
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-03-29,360,800.0,580,43
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-03-29,100,370.0,220,23
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-03-29,2114,2142.0,2123,8
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-03-29,52,245.0,220,26
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-03-29,1687,1820.0,1709,9
